Code,Gr,lieu,DESCR,Jour,Hr deb,Hr fin,Date deb,Date fin,NB_Seance,Coordonné par,"Age 
POISSON,01,PIS-AB,Poisson-Lune (AB - Di - 9h),Dimanche,9:00,9:25,2020-01-12,2020-03-15,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,02,PIS-AB,Poisson-Lune (AB - Di - 10h),Dimanche,10:00,10:25,2020-01-12,2020-03-15,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,03,PIS-AB,Poisson-Lune (AB - Di - 10h30),Dimanche,10:30,10:55,2020-01-12,2020-03-15,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,04,PIS-AB,Poisson-Lune (AB - Di - 11h),Dimanche,11:00,11:25,2020-01-12,2020-03-15,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,05,PIS-AB,Poisson-Lune (AB - Di - 12h),Dimanche,12:00,12:25,2020-01-12,2020-03-15,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,06,PIS-AB,Poisson-Lune  (AB - Me - 18h),Mercredi,18:00,18:25,2020-01-08,2020-03-11,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,07,PIS-AB,Poisson-Lune  (AB - Me - 19h),Mercredi,19:00,19:25,2020-01-08,2020-03-11,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,08,PIS-AB,Poisson-Lune  (AB - Je - 18h30),Jeudi,18:30,18:55,2020-01-09,2020-03-12,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,09,PIS-AB,Poisson-Lune  (AB - Sa - 9h30),Samedi,9:30,9:55,2020-01-11,2020-03-14,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,10,PIS-AB,Poisson-Lune  (AB - Sa - 10h),Samedi,10:00,10:25,2020-01-11,2020-03-14,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,11,PIS-AB,Poisson-Lune  (AB - Sa - 11h),Samedi,11:00,11:25,2020-01-11,2020-03-14,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,51,PIS-LT,Poisson-Lune  (LT - Di - 8h30),Dimanche,8:30,8:55,2020-01-12,2020-03-22,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,FAIT
POISSON,52,PIS-LT,Poisson-Lune (LT - Di - 9h),Dimanche,9:00,9:25,2020-01-12,2020-03-22,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
POISSON,53,PIS-LT,Poisson-Lune (LT - Di - 10h),Dimanche,10:00,10:25,2020-01-12,2020-03-22,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
POISSON,54,PIS-LT,Poisson-Lune (LT - Di - 10h30),Dimanche,10:30,10:55,2020-01-12,2020-03-22,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
POISSON,55,PIS-LT,Poisson-Lune (LT - Ve - 19h),Vendredi,19:00,19:25,2020-01-10,2020-03-13,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,56,PIS-LT,Poisson-Lune (LT - Ve - 19h),Vendredi,19:00,19:25,2020-01-10,2020-03-13,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,57,PIS-LT,Poisson-Lune (LT - Sa - 8h30),Samedi,8:30,8:55,2020-01-11,2020-03-21,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,FAIT
POISSON,58,PIS-LT,Poisson-Lune (LT - Sa - 9h),Samedi,9:00,9:25,2020-01-11,2020-03-21,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
POISSON,59,PIS-LT,Poisson-Lune (LT - Sa - 10h),Samedi,10:00,10:25,2020-01-11,2020-03-21,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
POISSON,60,PIS-LT,Poisson-Lune (LT - Sa - 10h30),Samedi,10:30,10:55,2020-01-11,2020-03-21,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
POISSON,61,PIS-LT,Poisson-Lune (LT - Sa - 11h),Samedi,11:00,11:25,2020-01-11,2020-03-21,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
POISSON,62,PIS-LT,Poisson-Lune (LT - Sa - 11h30),Samedi,11:30,11:55,2020-01-11,2020-03-21,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
CROCODILE,01,PIS-AB,Crocodile (AB - Di - 9h30),Dimanche,9:30,9:55,2020-01-12,2020-03-15,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CROCODILE,02,PIS-AB,Crocodile (AB - Di - 10h30),Dimanche,10:30,10:55,2020-01-12,2020-03-15,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CROCODILE,03,PIS-AB,Crocodile (AB - Di - 11h),Dimanche,11:00,11:25,2020-01-12,2020-03-15,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CROCODILE,04,PIS-AB,Crocodile (AB - Di - 13h),Dimanche,13:00,13:25,2020-01-12,2020-03-15,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CROCODILE,05,PIS-AB,Crocodile (AB - Ma - 18h),Mardi,18:00,18:25,2020-01-07,2020-03-10,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CROCODILE,06,PIS-AB,Crocodile (AB - Me - 19h30),Mercredi,19:30,19:55,2020-01-08,2020-03-11,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CROCODILE,07,PIS-AB,Crocodile (AB - Je - 18h30),Jeudi,18:30,18:55,2020-01-09,2020-03-12,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CROCODILE,08,PIS-AB,Crocodile (AB - Sa - 10h),Samedi,10:00,10:25,2020-01-11,2020-03-14,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CROCODILE,09,PIS-AB,Crocodile (AB - Sa - 10h30),Samedi,10:30,10:55,2020-01-11,2020-03-14,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CROCODILE,51,PIS-LT,Crocodile (LT - Di - 9h),Dimanche,9:00,9:25,2020-01-12,2020-03-22,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
CROCODILE,52,PIS-LT,Crocodile  (LT - Di - 12h05,Dimanche,12:05,12:30,2020-01-12,2020-03-22,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
CROCODILE,53,PIS-LT,Crocodile  (LT - Ve - 19h30),Vendredi,19:30,19:55,2020-01-10,2020-03-13,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CROCODILE,54,PIS-LT,Crocodile  (LT - Sa - 10h30),Samedi,10:30,10:55,2020-01-11,2020-03-21,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
CROCODILE,55,PIS-LT,Crocodile  (LT - Sa - 11h),Samedi,11:00,11:25,2020-01-11,2020-03-21,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
BALEINE,01,AB,Baleine (AB - Di - 11h30),Dimanche,11:30,11:55,2020-01-12,2020-03-15,10,J. Gauvin,9,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
BALEINE,02,AB,Baleine (AB - Ma - 18h30),Mardi,18:30,18:55,2020-01-07,2020-03-10,10,J. Gauvin,5,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
BALEINE,03,AB,Baleine (AB - Sa - 9h30),Samedi,9:30,9:55,2020-01-11,2020-03-14,10,J. Gauvin,5,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
BALEINE,04,AB,Baleine (AB - Sa - 12h30),Samedi,12:30,12:55,2020-01-11,2020-03-14,10,J. Gauvin,5,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
BALEINE,51,PIS-LT,Baleine (LT - Di - 9h30),Dimanche,9:30,9:55,2020-01-12,2020-03-22,10,J. Gauvin,5,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
BALEINE,52,PIS-LT,Baleine (LT - Ve - 19h30),Vendredi,19:30,19:55,2020-01-10,2020-03-13,10,J. Gauvin,5,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,01,PIS-AB,Junior 01 (AB - Di - 8h30),Dimanche,8:30,8:55,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,02,PIS-AB,Junior 01 (AB - Di - 9h),Dimanche,9:00,9:25,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,03,PIS-AB,Junior 01 (AB - Di - 10h),Dimanche,10:00,10:25,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,04,PIS-AB,Junior 01 (AB - Di - 10h30),Dimanche,10:30,10:55,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,05,PIS-AB,Junior 01 (AB - Di - 11h),Dimanche,11:00,11:25,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,06,PIS-AB,Junior 01 (AB - Di - 11h30),Dimanche,11:30,11:55,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,07,PIS-AB,Junior 01 (AB - Di - 12h),Dimanche,12:00,12:25,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,08,PIS-AB,Junior 01 (AB - Di - 12h30),Dimanche,12:30,12:55,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,09,PIS-AB,Junior 01 (AB - Ma - 18h),Mardi,18:00,18:25,2020-01-07,2020-03-10,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,10,PIS-AB,Junior 01 (AB - Ma - 18h30),Mardi,18:30,18:55,2020-01-07,2020-03-10,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,11,PIS-AB,Junior 01 (AB - Me - 18h30),Mercredi,18:30,18:55,2020-01-08,2020-03-11,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,12,PIS-AB,Junior 01 (AB - Me - 19h),Mercredi,19:00,19:25,2020-01-08,2020-03-11,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,13,PIS-AB,Junior 01 (AB - Me - 19h30),Mercredi,19:30,19:55,2020-01-08,2020-03-11,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,14,PIS-AB,Junior 01 (AB - Sa - 8h30),Samedi,8:30,8:55,2020-01-11,2020-03-14,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,15,PIS-AB,Junior 01 (AB - Sa - 9h),Samedi,9:00,9:25,2020-01-11,2020-03-14,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,16,PIS-AB,Junior 01 (AB - Sa - 9h30),Samedi,9:30,9:55,2020-01-11,2020-03-14,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,17,PIS-AB,Junior 01 (AB - Sa - 10h),Samedi,10:00,10:25,2020-01-11,2020-03-14,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,18,PIS-AB,Junior 01 (AB - Sa - 10h30),Samedi,10:30,10:55,2020-01-11,2020-03-14,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,19,PIS-AB,Junior 01 (AB - Sa - 12h),Samedi,12:00,12:25,2020-01-11,2020-03-14,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,20,PIS-AB,Junior 01 (AB - Sa - 12h),Samedi,12:00,12:25,2020-01-11,2020-03-14,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,51,PIS-LT,Junior 01 (LT - Di - 8h30),Dimanche,8:30,8:55,2020-01-12,2020-03-22,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
J01,52,PIS-LT,Junior 01 (LT - Di - 9h30),Dimanche,9:30,9:55,2020-01-12,2020-03-22,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
J01,53,PIS-LT,Junior 01 (LT - Di - 10h),Dimanche,10:00,10:25,2020-01-12,2020-03-22,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
J01,54,PIS-LT,Junior 01 (LT - Di - 10h30),Dimanche,10:30,10:55,2020-01-12,2020-03-22,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
J01,55,PIS-LT,Junior 01 (LT - Di - 12h05),Dimanche,12:05,12:30,2020-01-12,2020-03-22,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
J01,56,PIS-LT,Junior 01  (LT - Di - 12h35),Dimanche,12:35,13:00,2020-01-12,2020-03-22,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
J01,57,PIS-LT,Junior 01  (LT - Je - 19h),Jeudi,19:00,19:25,2020-01-09,2020-03-12,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J01,58,PIS-LT,Junior 01  (LT - Sa - 8h30),Samedi,8:30,8:55,2020-01-11,2020-03-21,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
J01,59,PIS-LT,Junior 01  (LT - Sa - 9h),Samedi,9:00,9:25,2020-01-11,2020-03-21,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
J01,60,PIS-LT,Junior 01  (LT - Sa - 9h),Samedi,9:00,9:25,2020-01-11,2020-03-21,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
J01,61,PIS-LT,Junior 01 (LT - Sa - 9h30),Samedi,9:30,9:55,2020-01-11,2020-03-21,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
J01,62,PIS-LT,Junior 01 (LT - Sa - 10h),Samedi,10:00,10:25,2020-01-11,2020-03-21,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
J01,63,PIS-LT,Junior 01 (LT - Sa - 10h30),Samedi,10:30,10:55,2020-01-11,2020-03-21,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
J01,64,PIS-LT,Junior 01 (LT - Sa - 10h30),Samedi,10:30,10:55,2020-01-11,2020-03-21,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
J01,65,PIS-LT,Junior 01 (LT - Sa - 11h30),Samedi,11:30,11:55,2020-01-11,2020-03-21,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
J02,01,PIS-AB,Junior 02 (AB - Di - 8h30),Dimanche,8:30,8:55,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,02,PIS-AB,Junior 02 (AB - Di - 9h),Dimanche,9:00,9:25,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,03,PIS-AB,Junior 02 (AB - Di - 10h),Dimanche,10:00,10:25,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,04,PIS-AB,Junior 02 (AB - Di - 10h),Dimanche,10:00,10:25,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,05,PIS-AB,Junior 02 (AB - Di - 11h30),Dimanche,11:30,11:55,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,06,PIS-AB,Junior 02 (AB - Di - 12h30),Dimanche,12:30,12:55,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,07,PIS-AB,Junior 02 (AB - Di - 13h),Dimanche,13:00,13:25,2020-01-12,2020-03-15,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,08,PIS-AB,Junior 02 (AB - Ma - 18h),Mardi,18:00,18:25,2020-01-07,2020-03-10,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,09,PIS-AB,Junior 02 (AB - Me - 18h30),Mercredi,18:30,18:55,2020-01-08,2020-03-11,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,10,PIS-AB,Junior 02 (AB - Me - 19h30),Mercredi,19:30,19:55,2020-01-08,2020-03-11,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,11,PIS-AB,Junior 02 (AB - Je - 18h),Jeudi,18:00,18:25,2020-01-09,2020-03-12,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,12,PIS-AB,Junior 02 (AB - Sa - 9h),Samedi,9:00,9:25,2020-01-11,2020-03-14,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,13,PIS-AB,Junior 02 (AB - Sa - 10h30),Samedi,10:30,10:55,2020-01-11,2020-03-14,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,14,PIS-AB,Junior 02 (AB - Sa - 11h),Samedi,11:00,11:25,2020-01-11,2020-03-14,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,15,PIS-AB,Junior 02 (AB - Sa - 11h30),Samedi,11:30,11:55,2020-01-11,2020-03-14,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,16,PIS-AB,Junior 02 (AB - Sa - 12h30),Samedi,12:30,12:55,2020-01-11,2020-03-14,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,51,PIS-LT,Junior 02 (LT - Di - 8h30),Dimanche,8:30,8:55,2020-01-12,2020-03-22,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
J02,52,PIS-LT,Junior 02  (LT - Di - 9h),Dimanche,9:00,9:25,2020-01-12,2020-03-22,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
J02,53,PIS-LT,Junior 02  (LT - Di - 10h),Dimanche,10:00,10:25,2020-01-12,2020-03-22,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
J02,54,PIS-LT,Junior 02  (LT - Di - 10h30),Dimanche,10:30,10:55,2020-01-12,2020-03-22,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
J02,55,PIS-LT,Junior 02  (LT - Di - 12h05),Dimanche,12:05,12:30,2020-01-12,2020-03-22,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
J02,56,PIS-LT,Junior 02  (LT - Di - 12h05),Dimanche,12:05,12:30,2020-01-12,2020-03-22,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
J02,57,PIS-LT,Junior 02  (LT - Je - 19h),Jeudi,19:00,19:25,2020-01-09,2020-03-12,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,58,PIS-LT,Junior 02 (LT - Ve - 19h30),Vendredi,19:30,19:55,2020-01-10,2020-03-13,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
J02,59,PIS-LT,Junior 02  (LT - Sa - 8h30),Samedi,8:30,8:55,2020-01-11,2020-03-21,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
J02,60,PIS-LT,Junior 02  (LT - Sa - 9h),Samedi,9:00,9:25,2020-01-11,2020-03-21,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
J02,61,PIS-LT,Junior 02  (LT - Sa - 9h30),Samedi,9:30,9:55,2020-01-11,2020-03-21,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
J02,62,PIS-LT,Junior 02  (LT - Sa - 9h30),Samedi,9:30,9:55,2020-01-11,2020-03-21,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
J02,63,PIS-LT,Junior 02  (LT - Sa - 10h),Samedi,10:00,10:25,2020-01-11,2020-03-21,10,J. Gauvin,6,10,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
